Time,Open,High,Low,Last,Change,%Chg,Volume
"02/10/2021 09:35",31482.09,31506.32,31473.38,31501.96,20.94,+0.07%,1646729
"02/10/2021 09:34",31505.67,31505.67,31473.98,31481.02,-26.51,-0.08%,1484435
"02/10/2021 09:33",31490.51,31509.64,31482.08,31507.53,18.84,+0.06%,1605614
"02/10/2021 09:32",31487.04,31490.63,31474.64,31488.69,1.83,+0.01%,2116352
"02/10/2021 09:31",31506.14,31509.87,31484.32,31486.86,-18.7,-0.06%,2278659
"02/10/2021 09:30",31428.02,31505.56,31428.02,31505.56,129.73,+0.41%,10591056
"02/09/2021 17:02",31375.83,31375.83,31375.83,31375.83,0,0.00%,1930431
"02/09/2021 16:20",31375.83,31375.83,31375.83,31375.83,0,0.00%,2933
"02/09/2021 16:19",31375.83,31375.83,31375.83,31375.83,0,0.00%,34655
"02/09/2021 16:18",31375.83,31375.83,31375.83,31375.83,0,0.00%,73694
"02/09/2021 16:17",31375.83,31375.83,31375.83,31375.83,0,0.00%,41003
"02/09/2021 16:16",31375.83,31375.83,31375.83,31375.83,0,0.00%,59281
"02/09/2021 16:15",31375.83,31375.83,31375.83,31375.83,0,0.00%,51923
"02/09/2021 16:14",31375.83,31375.83,31375.83,31375.83,0,0.00%,58637
"02/09/2021 16:13",31375.83,31375.83,31375.83,31375.83,0,0.00%,20798
"02/09/2021 16:12",31375.83,31375.83,31375.83,31375.83,0,0.00%,160856
"02/09/2021 16:11",31375.83,31375.83,31375.83,31375.83,0,0.00%,148784
"02/09/2021 16:10",31375.83,31375.83,31375.83,31375.83,0,0.00%,223462
"02/09/2021 16:09",31375.83,31375.83,31375.83,31375.83,0,0.00%,450760
"02/09/2021 16:08",31375.83,31375.83,31375.83,31375.83,0,0.00%,118412
"02/09/2021 16:07",31375.83,31375.83,31375.83,31375.83,0,0.00%,152467
"02/09/2021 16:06",31375.83,31375.83,31375.83,31375.83,0,0.00%,201047
"02/09/2021 16:05",31375.83,31375.83,31375.83,31375.83,0,0.00%,526484
"02/09/2021 16:04",31375.69,31375.83,31375.69,31375.83,0.14,0.00%,2680550
"02/09/2021 16:03",31375.76,31375.83,31375.69,31375.69,-0.07,0.00%,7124563
"02/09/2021 16:02",31375.04,31375.76,31374.84,31375.76,0.72,0.00%,2974486
"02/09/2021 16:01",31375.04,31375.04,31375.04,31375.04,0,0.00%,616912
"02/09/2021 16:00",31376.88,31377.08,31375.04,31375.04,-0.36,0.00%,25895450
"02/09/2021 15:59",31372.69,31381.09,31366.78,31375.4,3.13,+0.01%,5512859
"02/09/2021 15:58",31366.59,31373.52,31362.07,31372.27,6.55,+0.02%,2351681
"02/09/2021 15:57",31354.45,31366.03,31353.59,31365.72,11.45,+0.04%,2177086
"02/09/2021 15:56",31363.59,31363.59,31351.22,31354.27,-12,-0.04%,2447608
"02/09/2021 15:55",31373.83,31377.27,31365.34,31366.27,-8.95,-0.03%,2099822
